winnerteamid,localtime,tz,date,id,agoals,hteam,ateam,hgoals,updated,is_grand_final,abehinds,complete,ateamid,hteamid,roundname,hbehinds,unixtime,venue,winner,ascore,round,year,is_final,hscore,timestr,season
7.0,2017-04-02 13:10:00,+10:00,2017-04-02 13:10:00,16,17,Geelong,North Melbourne,17,2017-04-15 15:59:16,0,9,100,12,7,Round 2,10,1491102600,Docklands,Geelong,111,2,2017,0,112,Full Time,2017
11.0,2017-04-02 15:20:00,+10:00,2017-04-02 15:20:00,17,9,Melbourne,Carlton,13,2017-04-15 15:59:16,0,10,100,3,11,Round 2,8,1491110400,M.C.G.,Melbourne,64,2,2017,0,86,Full Time,2017
13.0,2017-04-02 16:10:00,+10:00,2017-04-02 16:40:00,18,8,Port Adelaide,Fremantle,22,2017-04-15 15:59:16,0,8,100,6,13,Round 2,13,1491115200,Adelaide Oval,Port Adelaide,56,2,2017,0,145,Full Time,2017
4.0,2017-04-07 19:50:00,+10:00,2017-04-07 19:50:00,37,11,Sydney,Collingwood,11,2017-04-15 15:59:16,0,14,100,4,16,Round 3,13,1491558600,S.C.G.,Collingwood,80,3,2017,0,79,Full Time,2017
9.0,2017-04-08 13:45:00,+10:00,2017-04-08 13:45:00,38,15,North Melbourne,Greater Western Sydney,10,2017-04-15 15:59:16,0,19,100,9,12,Round 3,7,1491623100,Bellerive Oval,Greater Western Sydney,109,3,2017,0,67,Full Time,2017
14.0,2017-04-08 14:10:00,+10:00,2017-04-08 14:10:00,50,8,Richmond,West Coast,11,2017-04-15 15:59:16,0,17,100,17,14,Round 3,10,1491624600,M.C.G.,Richmond,65,3,2017,0,76,Full Time,2017
7.0,2017-04-08 16:35:00,+10:00,2017-04-08 16:35:00,51,13,Geelong,Melbourne,20,2017-04-15 15:59:16,0,19,100,11,7,Round 3,6,1491633300,Docklands,Geelong,97,3,2017,0,126,Full Time,2017
6.0,2017-04-08 17:40:00,+10:00,2017-04-08 19:40:00,53,10,Fremantle,Western Bulldogs,13,2017-04-15 15:59:16,0,13,100,18,6,Round 3,11,1491644400,Subiaco,Fremantle,73,3,2017,0,89,Full Time,2017
1.0,2017-04-08 19:10:00,+10:00,2017-04-08 19:40:00,52,15,Port Adelaide,Adelaide,12,2017-04-15 15:59:16,0,10,100,1,13,Round 3,11,1491644400,Adelaide Oval,Adelaide,100,3,2017,0,83,Full Time,2017
15.0,2017-04-09 13:10:00,+10:00,2017-04-09 13:10:00,54,11,St Kilda,Brisbane Lions,14,2017-04-15 15:59:16,0,10,100,2,15,Round 3,23,1491707400,Docklands,St Kilda,76,3,2017,0,107,Full Time,2017
3.0,2017-04-09 15:20:00,+10:00,2017-04-09 15:20:00,55,6,Carlton,Essendon,7,2017-04-15 15:59:16,0,6,100,5,3,Round 3,15,1491715200,M.C.G.,Carlton,42,3,2017,0,57,Full Time,2017
8.0,2017-04-09 16:40:00,+10:00,2017-04-09 16:40:00,56,7,Gold Coast,Hawthorn,21,2017-04-15 15:59:16,0,11,100,10,8,Round 3,13,1491720000,Carrara,Gold Coast,53,3,2017,0,139,Full Time,2017
17.0,2017-04-13 18:10:00,+10:00,2017-04-13 20:10:00,57,10,West Coast,Sydney,13,2017-04-15 15:59:16,0,5,100,16,17,Round 4,13,1492078200,Subiaco,West Coast,65,4,2017,0,91,Full Time,2017
18.0,2017-04-14 16:20:00,+10:00,2017-04-14 16:20:00,58,12,North Melbourne,Western Bulldogs,12,2017-04-15 15:59:16,0,17,100,18,12,Round 4,14,1492150800,Docklands,Western Bulldogs,89,4,2017,0,86,Full Time,2017
6.0,2017-04-15 13:45:00,+10:00,2017-04-15 13:45:00,63,16,Melbourne,Fremantle,15,2017-04-15 15:59:16,0,10,100,6,11,Round 4,14,1492227900,M.C.G.,Fremantle,106,4,2017,0,104,Full Time,2017
9.0,2017-04-15 16:35:00,+10:00,2017-04-15 16:35:00,64,11,Greater Western Sydney,Port Adelaide,16,2017-04-15 15:59:16,0,15,100,13,9,Round 4,16,1492238100,UNSW Canberra Oval,Greater Western Sydney,81,4,2017,0,112,Full Time,2017
8.0,2017-04-15 19:25:00,+10:00,2017-04-15 19:25:00,65,17,Carlton,Gold Coast,12,2017-04-15 15:59:16,0,6,100,8,3,Round 4,10,1492248300,Docklands,Gold Coast,108,4,2017,0,82,Full Time,2017
1.0,2017-04-15 19:10:00,+10:00,2017-04-15 19:40:00,66,13,Adelaide,Essendon,24,2017-04-15 15:59:16,0,10,100,5,1,Round 4,9,1492249200,Adelaide Oval,Adelaide,88,4,2017,0,153,Full Time,2017
15.0,2017-04-16 15:20:00,+10:00,2017-04-16 15:20:00,67,9,Collingwood,St Kilda,7,2017-04-16 18:57:02,0,15,100,15,4,Round 4,13,1492320000,Docklands,St Kilda,69,4,2017,0,55,Full Time,2017
14.0,2017-04-16 16:40:00,+10:00,2017-04-16 16:40:00,68,17,Brisbane Lions,Richmond,10,2017-04-16 20:57:01,0,17,100,14,2,Round 4,7,1492324800,Gabba,Richmond,119,4,2017,0,67,Full Time,2017
7.0,2017-04-17 15:20:00,+10:00,2017-04-17 15:20:00,69,20,Hawthorn,Geelong,6,2017-04-17 18:57:02,0,14,100,7,10,Round 4,12,1492406400,M.C.G.,Geelong,134,4,2017,0,48,Full Time,2017
13.0,2017-04-21 19:20:00,+10:00,2017-04-21 19:50:00,70,6,Port Adelaide,Carlton,20,2017-04-21 22:57:02,0,11,100,3,13,Round 5,17,1492768200,Adelaide Oval,Port Adelaide,47,5,2017,0,137,Full Time,2017
18.0,2017-04-22 13:45:00,+10:00,2017-04-22 13:45:00,71,14,Western Bulldogs,Brisbane Lions,17,2017-04-22 16:57:02,0,6,100,2,18,Round 5,20,1492832700,Docklands,Western Bulldogs,90,5,2017,0,122,Full Time,2017
1.0,2017-04-22 16:35:00,+10:00,2017-04-22 16:35:00,72,23,Gold Coast,Adelaide,13,2017-04-22 20:57:01,0,15,100,1,8,Round 5,8,1492842900,Carrara,Adelaide,153,5,2017,0,86,Full Time,2017
9.0,2017-04-22 19:25:00,+10:00,2017-04-22 19:25:00,73,15,Sydney,Greater Western Sydney,9,2017-04-22 22:57:02,0,15,100,9,16,Round 5,9,1492853100,S.C.G.,Greater Western Sydney,105,5,2017,0,63,Full Time,2017
6.0,2017-04-22 17:40:00,+10:00,2017-04-22 19:40:00,74,9,Fremantle,North Melbourne,9,2017-04-22 22:57:02,0,8,100,12,6,Round 5,13,1492854000,Subiaco,Fremantle,62,5,2017,0,67,Full Time,2017
7.0,2017-04-23 15:20:00,+10:00,2017-04-23 15:20:00,75,19,St Kilda,Geelong,13,2017-04-23 18:57:01,0,12,100,7,15,Round 5,10,1492924800,Docklands,Geelong,126,5,2017,0,88,Full Time,2017
10.0,2017-04-23 16:40:00,+10:00,2017-04-23 16:40:00,76,11,Hawthorn,West Coast,19,2017-04-23 20:57:11,0,9,100,17,10,Round 5,11,1492929600,M.C.G.,Hawthorn,75,5,2017,0,125,Full Time,2017
14.0,2017-04-24 19:25:00,+10:00,2017-04-24 19:25:00,77,11,Richmond,Melbourne,12,2017-04-24 22:57:02,0,9,100,11,14,Round 5,16,1493025900,M.C.G.,Richmond,75,5,2017,0,88,Full Time,2017
5.0,2017-04-25 15:20:00,+10:00,2017-04-25 15:20:00,78,11,Essendon,Collingwood,15,2017-04-25 18:57:02,0,16,100,4,5,Round 5,10,1493097600,M.C.G.,Essendon,82,5,2017,0,100,Full Time,2017
9.0,2017-04-28 19:50:00,+10:00,2017-04-28 19:50:00,88,9,Greater Western Sydney,Western Bulldogs,11,2017-04-28 22:57:01,0,19,100,18,9,Round 6,9,1493373000,UNSW Canberra Oval,Greater Western Sydney,73,6,2017,0,75,Full Time,2017
15.0,2017-04-29 13:45:00,+10:00,2017-04-29 13:45:00,89,19,Hawthorn,St Kilda,8,2017-04-29 16:57:03,0,16,100,15,10,Round 6,7,1493437500,University of Tasmania Stadium,St Kilda,130,6,2017,0,55,Full Time,2017
3.0,2017-04-29 14:10:00,+10:00,2017-04-29 14:10:00,90,11,Carlton,Sydney,15,2017-04-29 16:57:03,0,12,100,16,3,Round 6,7,1493439000,M.C.G.,Carlton,78,6,2017,0,97,Full Time,2017
13.0,2017-04-29 16:35:00,+10:00,2017-04-29 16:35:00,91,22,Brisbane Lions,Port Adelaide,10,2017-04-29 20:57:02,0,18,100,13,2,Round 6,7,1493447700,Gabba,Port Adelaide,150,6,2017,0,67,Full Time,2017
12.0,2017-04-29 19:25:00,+10:00,2017-04-29 19:25:00,92,14,North Melbourne,Gold Coast,16,2017-04-29 22:57:03,0,10,100,8,12,Round 6,11,1493457900,Docklands,North Melbourne,94,6,2017,0,107,Full Time,2017
17.0,2017-04-29 18:10:00,+10:00,2017-04-29 20:10:00,93,9,West Coast,Fremantle,16,2017-04-29 22:57:03,0,8,100,6,17,Round 6,7,1493460600,Subiaco,West Coast,62,6,2017,0,103,Full Time,2017
11.0,2017-04-30 13:10:00,+10:00,2017-04-30 13:10:00,94,17,Essendon,Melbourne,10,2017-04-30 16:57:04,0,10,100,11,5,Round 6,14,1493521800,Docklands,Melbourne,112,6,2017,0,74,Full Time,2017
4.0,2017-04-30 15:20:00,+10:00,2017-04-30 15:20:00,95,15,Geelong,Collingwood,11,2017-04-30 18:57:12,0,17,100,4,7,Round 6,12,1493529600,M.C.G.,Collingwood,107,6,2017,0,78,Full Time,2017
1.0,2017-04-30 16:10:00,+10:00,2017-04-30 16:40:00,96,10,Adelaide,Richmond,21,2017-04-30 20:57:02,0,4,100,14,1,Round 6,14,1493534400,Adelaide Oval,Adelaide,64,6,2017,0,140,Full Time,2017
15.0,2017-05-05 19:50:00,+10:00,2017-05-05 19:50:00,97,12,St Kilda,Greater Western Sydney,16,2017-05-05 22:57:02,0,13,100,9,15,Round 7,12,1493977800,Docklands,St Kilda,85,7,2017,0,108,Full Time,2017
12.0,2017-05-06 13:45:00,+10:00,2017-05-06 13:45:00,98,13,North Melbourne,Adelaide,22,2017-05-06 16:57:02,0,8,100,1,12,Round 7,13,1494042300,Bellerive Oval,North Melbourne,86,7,2017,0,145,Full Time,2017
3.0,2017-05-06 14:10:00,+10:00,2017-05-06 14:10:00,109,12,Collingwood,Carlton,8,2017-05-06 16:57:02,0,7,100,3,4,Round 7,8,1494043800,M.C.G.,Carlton,79,7,2017,0,56,Full Time,2017
17.0,2017-05-06 16:05:00,+10:00,2017-05-06 16:35:00,110,15,Port Adelaide,West Coast,12,2017-05-06 19:57:03,0,7,100,17,13,Round 7,15,1494052500,Adelaide Oval,West Coast,97,7,2017,0,87,Full Time,2017
8.0,2017-05-06 19:25:00,+10:00,2017-05-06 19:25:00,111,15,Gold Coast,Geelong,18,2017-05-06 22:57:02,0,9,100,7,8,Round 7,16,1494062700,Carrara,Gold Coast,99,7,2017,0,124,Full Time,2017
18.0,2017-05-06 19:25:00,+10:00,2017-05-06 19:25:00,112,11,Western Bulldogs,Richmond,11,2017-05-06 21:57:02,0,9,100,14,18,Round 7,14,1494062700,Docklands,Western Bulldogs,75,7,2017,0,80,Full Time,2017
16.0,2017-05-07 13:10:00,+10:00,2017-05-07 13:10:00,113,12,Sydney,Brisbane Lions,20,2017-05-07 15:57:03,0,9,100,2,16,Round 7,15,1494126600,S.C.G.,Sydney,81,7,2017,0,135,Full Time,2017
10.0,2017-05-07 15:20:00,+10:00,2017-05-07 15:20:00,114,14,Melbourne,Hawthorn,14,2017-05-07 17:57:03,0,10,100,10,11,Round 7,7,1494134400,M.C.G.,Hawthorn,94,7,2017,0,91,Full Time,2017
6.0,2017-05-07 14:40:00,+10:00,2017-05-07 16:40:00,115,11,Fremantle,Essendon,17,2017-05-07 19:57:03,0,13,100,5,6,Round 7,14,1494139200,Subiaco,Fremantle,79,7,2017,0,116,Full Time,2017
17.0,2017-05-12 18:10:00,+10:00,2017-05-12 20:10:00,116,8,West Coast,Western Bulldogs,9,2017-05-12 22:57:02,0,13,100,18,17,Round 8,15,1494583800,Subiaco,West Coast,61,8,2017,0,69,Full Time,2017
10.0,2017-05-13 13:45:00,+10:00,2017-05-13 13:45:00,117,11,Hawthorn,Brisbane Lions,17,2017-05-13 16:57:02,0,9,100,2,10,Round 8,11,1494647100,University of Tasmania Stadium,Hawthorn,75,8,2017,0,113,Full Time,2017
15.0,2017-05-13 14:10:00,+10:00,2017-05-13 14:10:00,118,10,St Kilda,Carlton,12,2017-05-13 16:57:02,0,6,100,3,15,Round 8,13,1494648600,Docklands,St Kilda,66,8,2017,0,85,Full Time,2017
9.0,2017-05-13 16:35:00,+10:00,2017-05-13 16:35:00,122,15,Greater Western Sydney,Collingwood,15,2017-05-13 19:57:02,0,9,100,4,9,Round 8,12,1494657300,Sydney Showground,Greater Western Sydney,99,8,2017,0,102,Full Time,2017
5.0,2017-05-13 19:25:00,+10:00,2017-05-13 19:25:00,123,13,Essendon,Geelong,17,2017-05-13 22:57:02,0,15,100,7,5,Round 8,8,1494667500,M.C.G.,Essendon,93,8,2017,0,110,Full Time,2017
11.0,2017-05-13 19:10:00,+10:00,2017-05-13 19:40:00,124,17,Adelaide,Melbourne,9,2017-05-13 22:57:02,0,5,100,11,1,Round 8,12,1494668400,Adelaide Oval,Melbourne,107,8,2017,0,66,Full Time,2017
6.0,2017-05-14 13:10:00,+10:00,2017-05-14 13:10:00,125,10,Richmond,Fremantle,10,2017-05-14 15:57:02,0,12,100,6,14,Round 8,10,1494731400,M.C.G.,Fremantle,72,8,2017,0,70,Full Time,2017
13.0,2017-05-14 13:15:00,+10:00,2017-05-14 15:15:00,126,16,Gold Coast,Port Adelaide,4,2017-05-14 17:57:02,0,14,100,13,8,Round 8,14,1494738900,Adelaide Arena at Jiangwan Stadium,Port Adelaide,110,8,2017,0,38,Full Time,2017
16.0,2017-05-14 16:40:00,+10:00,2017-05-14 16:40:00,127,18,North Melbourne,Sydney,11,2017-05-14 19:57:02,0,12,100,16,12,Round 8,12,1494744000,Docklands,Sydney,120,8,2017,0,78,Full Time,2017
7.0,2017-05-19 19:50:00,+10:00,2017-05-19 19:50:00,128,12,Geelong,Western Bulldogs,16,2017-05-19 22:57:02,0,9,100,18,7,Round 9,8,1495187400,GMHBA Stadium,Geelong,81,9,2017,0,104,Full Time,2017
16.0,2017-05-20 13:45:00,+10:00,2017-05-20 13:45:00,129,18,St Kilda,Sydney,10,2017-05-20 16:57:04,0,10,100,16,15,Round 9,8,1495251900,Docklands,Sydney,118,9,2017,0,68,Full Time,2017
9.0,2017-05-20 16:35:00,+10:00,2017-05-20 16:35:00,130,10,Greater Western Sydney,Richmond,11,2017-05-20 19:57:12,0,15,100,14,9,Round 9,12,1495262100,Sydney Showground,Greater Western Sydney,75,9,2017,0,78,Full Time,2017
1.0,2017-05-20 19:25:00,+10:00,2017-05-20 19:25:00,131,21,Brisbane Lions,Adelaide,7,2017-05-20 22:57:03,0,14,100,1,2,Round 9,18,1495272300,Gabba,Adelaide,140,9,2017,0,60,Full Time,2017
4.0,2017-05-20 19:25:00,+10:00,2017-05-20 19:25:00,132,11,Collingwood,Hawthorn,13,2017-05-20 22:57:03,0,6,100,10,4,Round 9,12,1495272300,M.C.G.,Collingwood,72,9,2017,0,90,Full Time,2017
5.0,2017-05-21 13:10:00,+10:00,2017-05-21 13:10:00,133,8,Essendon,West Coast,19,2017-05-21 15:57:14,0,16,100,17,5,Round 9,11,1495336200,Docklands,Essendon,64,9,2017,0,125,Full Time,2017
12.0,2017-05-21 15:20:00,+10:00,2017-05-21 15:20:00,134,15,Melbourne,North Melbourne,13,2017-05-21 18:57:03,0,14,100,12,11,Round 9,12,1495344000,M.C.G.,North Melbourne,104,9,2017,0,90,Full Time,2017
6.0,2017-05-21 14:40:00,+10:00,2017-05-21 16:40:00,135,7,Fremantle,Carlton,13,2017-05-21 19:57:02,0,9,100,3,6,Round 9,8,1495348800,Subiaco,Fremantle,51,9,2017,0,86,Full Time,2017
7.0,2017-05-25 19:20:00,+10:00,2017-05-25 19:20:00,136,11,Geelong,Port Adelaide,11,2017-05-25 21:57:03,0,13,100,13,7,Round 10,15,1495704000,GMHBA Stadium,Geelong,79,10,2017,0,81,Full Time,2017
10.0,2017-05-26 19:50:00,+10:00,2017-05-26 19:50:00,137,12,Sydney,Hawthorn,11,2017-05-26 22:57:02,0,9,100,10,16,Round 10,9,1495792200,S.C.G.,Hawthorn,81,10,2017,0,75,Full Time,2017
18.0,2017-05-27 13:45:00,+10:00,2017-05-27 13:45:00,138,7,Western Bulldogs,St Kilda,13,2017-05-27 16:57:03,0,8,100,15,18,Round 10,12,1495856700,Docklands,Western Bulldogs,50,10,2017,0,90,Full Time,2017
11.0,2017-05-27 16:05:00,+10:00,2017-05-27 16:35:00,150,13,Melbourne,Gold Coast,18,2017-05-27 19:57:02,0,9,100,8,11,Round 10,14,1495866900,Traeger Park,Melbourne,87,10,2017,0,122,Full Time,2017
14.0,2017-05-27 19:25:00,+10:00,2017-05-27 19:25:00,151,10,Richmond,Essendon,11,2017-05-27 21:57:02,0,6,100,5,14,Round 10,15,1495877100,M.C.G.,Richmond,66,10,2017,0,81,Full Time,2017
1.0,2017-05-27 19:10:00,+10:00,2017-05-27 19:40:00,152,6,Adelaide,Fremantle,20,2017-05-27 22:57:02,0,7,100,6,1,Round 10,23,1495878000,Adelaide Oval,Adelaide,43,10,2017,0,143,Full Time,2017
4.0,2017-05-28 13:10:00,+10:00,2017-05-28 13:10:00,153,13,Collingwood,Brisbane Lions,18,2017-05-28 15:57:02,0,6,100,2,4,Round 10,21,1495941000,M.C.G.,Collingwood,84,10,2017,0,129,Full Time,2017
12.0,2017-05-28 15:20:00,+10:00,2017-05-28 15:20:00,154,17,Carlton,North Melbourne,15,2017-05-28 18:57:01,0,11,100,12,3,Round 10,6,1495948800,Docklands,North Melbourne,113,10,2017,0,96,Full Time,2017
9.0,2017-05-28 14:40:00,+10:00,2017-05-28 16:40:00,155,14,West Coast,Greater Western Sydney,14,2017-05-28 19:57:01,0,14,100,9,17,Round 10,6,1495953600,Subiaco,Greater Western Sydney,98,10,2017,0,90,Full Time,2017
13.0,2017-06-01 19:20:00,+10:00,2017-06-01 19:50:00,156,7,Port Adelaide,Hawthorn,13,2017-06-01 22:57:02,0,5,100,10,13,Round 11,20,1496310600,Adelaide Oval,Port Adelaide,47,11,2017,0,98,Full Time,2017
7.0,2017-06-02 19:50:00,+10:00,2017-06-02 19:50:00,157,10,Geelong,Adelaide,13,2017-06-02 22:57:02,0,14,100,1,7,Round 11,18,1496397000,GMHBA Stadium,Geelong,74,11,2017,0,96,Full Time,2017
8.0,2017-06-03 13:45:00,+10:00,2017-06-03 13:45:00,158,11,Gold Coast,West Coast,11,2017-06-03 16:57:02,0,11,100,17,8,Round 11,14,1496461500,Carrara,Gold Coast,77,11,2017,0,80,Full Time,2017
9.0,2017-06-03 16:35:00,+10:00,2017-06-03 16:35:00,162,15,Greater Western Sydney,Essendon,18,2017-06-03 19:57:02,0,11,100,5,9,Round 11,9,1496471700,Sydney Showground,Greater Western Sydney,101,11,2017,0,117,Full Time,2017
14.0,2017-06-03 19:25:00,+10:00,2017-06-03 19:25:00,163,14,North Melbourne,Richmond,9,2017-06-03 22:57:02,0,17,100,14,12,Round 11,12,1496481900,Docklands,Richmond,101,11,2017,0,66,Full Time,2017
4.0,2017-06-04 14:40:00,+10:00,2017-06-04 16:40:00,164,15,Fremantle,Collingwood,12,2017-06-04 19:57:03,0,15,100,4,6,Round 11,13,1496558400,Subiaco,Collingwood,105,11,2017,0,85,Full Time,2017
16.0,2017-06-08 19:20:00,+10:00,2017-06-08 19:20:00,165,6,Sydney,Western Bulldogs,12,2017-06-08 21:57:03,0,6,100,18,16,Round 12,16,1496913600,S.C.G.,Sydney,42,12,2017,0,88,Full Time,2017
1.0,2017-06-09 19:20:00,+10:00,2017-06-09 19:50:00,166,7,Adelaide,St Kilda,16,2017-06-09 22:57:12,0,12,100,15,1,Round 12,15,1497001800,Adelaide Oval,Adelaide,54,12,2017,0,111,Full Time,2017
8.0,2017-06-10 13:45:00,+10:00,2017-06-10 13:45:00,167,13,Hawthorn,Gold Coast,12,2017-06-10 16:57:02,0,17,100,8,10,Round 12,7,1497066300,M.C.G.,Gold Coast,95,12,2017,0,79,Full Time,2017
2.0,2017-06-10 16:35:00,+10:00,2017-06-10 16:35:00,168,9,Brisbane Lions,Fremantle,18,2017-06-10 19:57:01,0,10,100,6,2,Round 12,13,1497076500,Gabba,Brisbane Lions,64,12,2017,0,121,Full Time,2017
5.0,2017-06-10 19:25:00,+10:00,2017-06-10 19:25:00,169,8,Essendon,Port Adelaide,19,2017-06-10 22:57:03,0,13,100,13,5,Round 12,17,1497086700,Docklands,Essendon,61,12,2017,0,131,Full Time,2017
3.0,2017-06-11 15:20:00,+10:00,2017-06-11 15:20:00,170,9,Carlton,Greater Western Sydney,10,2017-06-11 17:57:03,0,16,100,9,3,Round 12,11,1497158400,Docklands,Carlton,70,12,2017,0,71,Full Time,2017
11.0,2017-06-12 15:20:00,+10:00,2017-06-12 15:20:00,171,15,Melbourne,Collingwood,15,2017-06-12 17:57:02,0,10,100,4,11,Round 12,14,1497244800,M.C.G.,Melbourne,100,12,2017,0,104,Full Time,2017
17.0,2017-06-15 18:10:00,+10:00,2017-06-15 20:10:00,172,10,West Coast,Geelong,11,2017-06-15 22:57:05,0,10,100,7,17,Round 13,17,1497521400,Subiaco,West Coast,70,13,2017,0,83,Full Time,2017
15.0,2017-06-16 19:50:00,+10:00,2017-06-16 19:50:00,173,12,North Melbourne,St Kilda,10,2017-06-16 22:57:02,0,17,100,15,12,Round 13,12,1497606600,Docklands,St Kilda,89,13,2017,0,72,Full Time,2017
16.0,2017-06-17 13:45:00,+10:00,2017-06-17 13:45:00,174,12,Richmond,Sydney,10,2017-06-17 16:57:03,0,8,100,16,14,Round 13,11,1497671100,M.C.G.,Sydney,80,13,2017,0,71,Full Time,2017
13.0,2017-06-17 16:05:00,+10:00,2017-06-17 16:35:00,175,12,Port Adelaide,Brisbane Lions,18,2017-06-17 19:57:02,0,9,100,2,13,Round 13,13,1497681300,Adelaide Oval,Port Adelaide,81,13,2017,0,121,Full Time,2017
3.0,2017-06-17 19:25:00,+10:00,2017-06-17 19:25:00,176,12,Gold Coast,Carlton,11,2017-06-17 22:57:03,0,11,100,3,8,Round 13,7,1497691500,Carrara,Carlton,83,13,2017,0,73,Full Time,2017
11.0,2017-06-18 15:20:00,+10:00,2017-06-18 15:20:00,177,17,Western Bulldogs,Melbourne,8,2017-06-18 18:57:02,0,11,100,11,18,Round 13,8,1497763200,Docklands,Melbourne,113,13,2017,0,56,Full Time,2017
10.0,2017-06-22 19:20:00,+10:00,2017-06-22 19:50:00,178,14,Adelaide,Hawthorn,12,2017-06-22 22:57:02,0,12,100,10,1,Round 14,10,1498125000,Adelaide Oval,Hawthorn,96,14,2017,0,82,Full Time,2017
16.0,2017-06-23 19:50:00,+10:00,2017-06-23 19:50:00,193,12,Sydney,Essendon,11,2017-06-23 22:57:04,0,13,100,5,16,Round 14,20,1498211400,S.C.G.,Sydney,85,14,2017,0,86,Full Time,2017
13.0,2017-06-24 13:45:00,+10:00,2017-06-24 13:45:00,194,13,Collingwood,Port Adelaide,9,2017-06-24 16:57:03,0,15,100,13,4,Round 14,8,1498275900,M.C.G.,Port Adelaide,93,14,2017,0,62,Full Time,2017
9.0,2017-06-24 16:35:00,+10:00,2017-06-24 16:35:00,195,22,Brisbane Lions,Greater Western Sydney,12,2017-06-24 19:57:01,0,14,100,9,2,Round 14,14,1498286100,Gabba,Greater Western Sydney,146,14,2017,0,86,Full Time,2017
18.0,2017-06-24 19:25:00,+10:00,2017-06-24 19:25:00,196,16,Western Bulldogs,North Melbourne,15,2017-06-24 22:57:02,0,10,100,12,18,Round 14,17,1498296300,Docklands,Western Bulldogs,106,14,2017,0,107,Full Time,2017
11.0,2017-06-24 17:40:00,+10:00,2017-06-24 19:40:00,197,15,West Coast,Melbourne,14,2017-06-24 22:57:02,0,9,100,11,17,Round 14,12,1498297200,Subiaco,Melbourne,99,14,2017,0,96,Full Time,2017
7.0,2017-06-25 13:10:00,+10:00,2017-06-25 13:10:00,198,11,Geelong,Fremantle,10,2017-06-25 15:57:03,0,6,100,6,7,Round 14,14,1498360200,GMHBA Stadium,Geelong,72,14,2017,0,74,Full Time,2017
14.0,2017-06-25 15:20:00,+10:00,2017-06-25 15:20:00,207,8,Richmond,Carlton,11,2017-06-25 17:57:03,0,10,100,3,14,Round 14,18,1498368000,M.C.G.,Richmond,58,14,2017,0,84,Full Time,2017
15.0,2017-06-25 16:40:00,+10:00,2017-06-25 16:40:00,208,10,St Kilda,Gold Coast,14,2017-06-25 19:57:02,0,12,100,8,15,Round 14,19,1498372800,Docklands,St Kilda,72,14,2017,0,103,Full Time,2017
16.0,2017-06-30 19:50:00,+10:00,2017-06-30 19:50:00,209,11,Melbourne,Sydney,7,2017-06-30 22:57:10,0,19,100,16,11,Round 15,8,1498816200,M.C.G.,Sydney,85,15,2017,0,50,Full Time,2017
17.0,2017-07-01 13:45:00,+10:00,2017-07-01 13:45:00,210,12,Western Bulldogs,West Coast,11,2017-07-01 16:57:03,0,15,100,17,18,Round 15,14,1498880700,Docklands,West Coast,87,15,2017,0,80,Full Time,2017
1.0,2017-07-01 14:10:00,+10:00,2017-07-01 14:10:00,211,13,Carlton,Adelaide,12,2017-07-01 16:57:03,0,11,100,1,3,Round 15,5,1498882200,M.C.G.,Adelaide,89,15,2017,0,77,Full Time,2017
8.0,2017-07-01 16:35:00,+10:00,2017-07-01 16:35:00,212,14,Gold Coast,North Melbourne,18,2017-07-01 19:57:02,0,15,100,12,8,Round 15,10,1498890900,Carrara,Gold Coast,99,15,2017,0,118,Full Time,2017
,2017-07-01 19:25:00,+10:00,2017-07-01 19:25:00,213,10,Greater Western Sydney,Geelong,10,2017-07-01 22:57:04,0,8,100,7,9,Round 15,8,1498901100,Sydney Showground,,68,15,2017,0,68,Full Time,2017
14.0,2017-07-01 19:10:00,+10:00,2017-07-01 19:40:00,214,11,Port Adelaide,Richmond,8,2017-07-01 22:57:04,0,10,100,14,13,Round 15,15,1498902000,Adelaide Oval,Richmond,76,15,2017,0,63,Full Time,2017
2.0,2017-07-02 13:10:00,+10:00,2017-07-02 13:10:00,215,13,Essendon,Brisbane Lions,11,2017-07-02 15:57:02,0,12,100,2,5,Round 15,16,1498965000,Docklands,Brisbane Lions,90,15,2017,0,82,Full Time,2017
10.0,2017-07-02 15:20:00,+10:00,2017-07-02 15:20:00,216,14,Hawthorn,Collingwood,18,2017-07-02 17:57:04,0,10,100,4,10,Round 15,10,1498972800,M.C.G.,Hawthorn,94,15,2017,0,118,Full Time,2017
15.0,2017-07-02 14:40:00,+10:00,2017-07-02 16:40:00,217,12,Fremantle,St Kilda,12,2017-07-02 19:57:02,0,17,100,15,6,Round 15,8,1498977600,Subiaco,St Kilda,89,15,2017,0,80,Full Time,2017
1.0,2017-07-07 19:20:00,+10:00,2017-07-07 19:50:00,218,5,Adelaide,Western Bulldogs,16,2017-07-07 22:57:02,0,15,100,18,1,Round 16,8,1499421000,Adelaide Oval,Adelaide,45,16,2017,0,104,Full Time,2017
,2017-07-08 13:45:00,+10:00,2017-07-08 13:45:00,229,15,Hawthorn,Greater Western Sydney,14,2017-07-08 16:57:02,0,7,100,9,10,Round 16,13,1499485500,University of Tasmania Stadium,,97,16,2017,0,97,Full Time,2017
5.0,2017-07-08 14:10:00,+10:00,2017-07-08 14:10:00,230,18,Collingwood,Essendon,12,2017-07-08 16:57:02,0,9,100,5,4,Round 16,8,1499487000,M.C.G.,Essendon,117,16,2017,0,80,Full Time,2017
